Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-06-11 00:00:00-04:00,122.6799002805046,123.45128415885186,120.9393369491507,122.51177215576172,18373900,0.0,0.0
2024-06-12 00:00:00-04:00,133.20238623003868,139.40313992835166,132.480453116345,138.8295440673828,40871300,0.0,0.0
2024-06-13 00:00:00-04:00,138.8789854573333,140.82722860445512,137.2373311288572,138.30540466308594,13733200,0.0,0.0
2024-06-14 00:00:00-04:00,137.72189448054738,138.4240593059445,135.86266898264913,136.60438537597656,11330800,0.0,0.0
2024-06-17 00:00:00-04:00,137.266980281149,139.8778213200068,136.72305192091648,139.74925231933594,11232800,0.0,0.0
2024-06-18 00:00:00-04:00,139.66025547325177,143.45783984466115,139.66025547325177,143.04248046875,11629400,0.0,0.0
2024-06-20 00:00:00-04:00,143.71497435647572,143.71497435647572,140.3821851302546,141.3315887451172,8940000,0.0,0.0
2024-06-21 00:00:00-04:00,142.13266161106225,142.13266161106225,138.88888932729645,139.9371795654297,14930900,0.0,0.0
2024-06-24 00:00:00-04:00,138.45372585947538,139.96682608486182,137.58344046804737,138.34494018554688,7793300,0.0,0.0
2024-06-25 00:00:00-04:00,137.4647834665202,138.00871188677783,136.04068545357651,137.63290405273438,8469600,0.0,0.0
2024-06-26 00:00:00-04:00,137.9493708388316,139.1954489995133,136.55494033909255,136.70327758789062,8036300,0.0,0.0
2024-06-27 00:00:00-04:00,137.71200805696324,139.8580389749194,137.27686536571713,138.63172912597656,7518200,0.0,0.0
2024-06-28 00:00:00-04:00,137.89991667776772,141.24259011114026,137.73179610316586,139.64047241210938,25814800,0.0,0.0
2024-07-01 00:00:00-04:00,140.12508162599661,142.46890090418773,139.51193415682678,141.50961303710938,6552400,0.0,0.0
2024-07-02 00:00:00-04:00,141.05469487674046,142.62713013312685,140.97557664437224,141.697509765625,5920500,0.0,0.0
2024-07-03 00:00:00-04:00,142.16230801806114,143.05236164954903,141.915069221508,142.7853546142578,3560800,0.0,0.0
2024-07-05 00:00:00-04:00,143.3490622586528,144.1797810573591,142.42934110799794,143.2303924560547,5365500,0.0,0.0
